Date,Open,High,Low,Close,Adj Close,Volume
1986-12-11,10.000000,10.000000,10.000000,10.000000,1.752706,0
1986-12-12,10.000000,10.000000,10.000000,10.000000,1.752706,0
1986-12-15,9.970000,9.970000,9.970000,9.970000,1.747448,0
1986-12-16,10.000000,10.000000,10.000000,10.000000,1.752706,0
1986-12-17,10.000000,10.000000,10.000000,10.000000,1.752706,0
1986-12-18,10.000000,10.000000,10.000000,10.000000,1.752706,0
1986-12-19,10.000000,10.000000,10.000000,10.000000,1.752706,0
1986-12-22,9.990000,9.990000,9.990000,9.990000,1.750955,0
1986-12-23,10.020000,10.020000,10.020000,10.020000,1.756211,0
1986-12-24,10.020000,10.020000,10.020000,10.020000,1.756211,0
1986-12-26,10.020000,10.020000,10.020000,10.020000,1.756211,0
1986-12-29,9.970000,9.970000,9.970000,9.970000,1.747448,0
1986-12-30,9.940000,9.940000,9.940000,9.940000,1.742189,0
1986-12-31,9.940000,9.940000,9.940000,9.940000,1.742189,0
1987-01-02,9.970000,9.970000,9.970000,9.970000,1.747448,0
1987-01-05,10.000000,10.000000,10.000000,10.000000,1.752706,0
1987-01-06,10.000000,10.000000,10.000000,10.000000,1.752706,0
1987-01-07,10.000000,10.000000,10.000000,10.000000,1.752706,0
1987-01-08,10.020000,10.020000,10.020000,10.020000,1.756211,0
1987-01-09,10.020000,10.020000,10.020000,10.020000,1.756211,0
1987-01-12,10.040000,10.040000,10.040000,10.040000,1.759717,0
1987-01-13,10.020000,10.020000,10.020000,10.020000,1.756211,0
1987-01-14,10.010000,10.010000,10.010000,10.010000,1.754458,0
1987-01-15,10.020000,10.020000,10.020000,10.020000,1.768401,0
1987-01-16,10.030000,10.030000,10.030000,10.030000,1.770165,0
1987-01-19,10.030000,10.030000,10.030000,10.030000,1.770165,0
1987-01-20,10.050000,10.050000,10.050000,10.050000,1.773695,0
1987-01-21,10.050000,10.050000,10.050000,10.050000,1.773695,0
1987-01-22,10.040000,10.040000,10.040000,10.040000,1.771931,0
1987-01-23,10.030000,10.030000,10.030000,10.030000,1.770165,0
1987-01-26,10.000000,10.000000,10.000000,10.000000,1.764872,0
1987-01-27,10.000000,10.000000,10.000000,10.000000,1.764872,0
1987-01-28,10.000000,10.000000,10.000000,10.000000,1.764872,0
1987-01-29,10.010000,10.010000,10.010000,10.010000,1.766637,0
1987-01-30,10.000000,10.000000,10.000000,10.000000,1.764872,0
1987-02-02,9.980000,9.980000,9.980000,9.980000,1.761341,0
1987-02-03,9.980000,9.980000,9.980000,9.980000,1.761341,0
